Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
P.Pritchard u3.5 Ast,TopShelfAction,Boston Celtics,Sacramento Kings,1.0,0.5945945945945946,1,0.4,0,0.5,0,100,0.5,1.0,0.5,P.Pritchard
P.Banchero o3.5 Ast,TopShelfAction,Orlando Magic,Milwaukee Bucks,1.0,0.6,1,0.6,1,0.6,1,-120,0.6,1.1,0.5000000000000001,P.Banchero
J.Brunson u7.5 Ast,TopShelfAction,New York Knicks,Oklahoma City Thunder,1.0,0.4864864864864865,0,0.6,1,0.5,0,100,0.7,1.4,0.7,J.Brunson
D.Schroder u6.5 Ast,TopShelfAction,Golden State Warriors,Indiana Pacers,0.0,0.8333333333333334,1,0.6,1,0.8,1,-105,0.5,0.9761904761904762,0.4761904761904761,D.Schroder
D.Lillard u3.5 3pt M,PvB_Bets,Milwaukee Bucks,Orlando Magic,0.0,0.5357142857142857,1,0.4,0,0.5,0,-134,1.0,1.7462686567164178,0.7462686567164178,D.Lillard
P.Banchero o21.5 Pts+Ast,Rotowire Sleeper,Orlando Magic,Milwaukee Bucks,1.0,0.8,1,0.8,1,0.8,1,100,1.5,3.0,1.5,P.Banchero
P.Banchero o21.5 Pts+Ast,Rotowire Prizepicks,Orlando Magic,Milwaukee Bucks,1.0,0.8,1,0.8,1,0.8,1,100,1.5,3.0,1.5,P.Banchero
C.Braun o12.5 Pts+Ast,Rotowire Sleeper,Denver Nuggets,Brooklyn Nets,1.0,0.8285714285714286,1,0.8,1,0.7,1,100,1.5,3.0,1.5,C.Braun
P.Banchero o26.5 Pts+Rebs+Ast,Rotowire Sleeper,Orlando Magic,Milwaukee Bucks,1.0,0.8,1,0.8,1,0.8,1,100,1.5,3.0,1.5,P.Banchero
Z.Williamson o33.5 Pts+Rebs+Ast,sandyplashkes,New Orleans Pelicans,Philadelphia 76ers,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1,-118,1.18,2.18,0.9999999999999998,Z.Williamson
Z.Williamson o33.5 Pts+Rebs+Ast,LinesAtLunch,New Orleans Pelicans,Philadelphia 76ers,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1,-118,1.18,2.18,0.9999999999999998,Z.Williamson
J.Holiday o18.5 Pts+Rebs+Ast,Rotowire Prizepicks,Boston Celtics,Sacramento Kings,1.0,0.6451612903225806,1,0.8,1,0.6,1,100,1.5,3.0,1.5,J.Holiday
P.Banchero o27.5 Pts+Rebs+Ast,Rotowire Prizepicks,Orlando Magic,Milwaukee Bucks,1.0,0.8,1,0.8,1,0.8,1,100,1.5,3.0,1.5,P.Banchero
J.Hart o28.5 Pts+Rebs+Ast,Rotowire Sleeper,New York Knicks,Oklahoma City Thunder,1.0,0.5675675675675675,1,0.6,1,0.7,1,100,1.5,3.0,1.5,J.Hart
C.McCollum u30.5 Pts+Rebs+Ast,TopShelfAction,New Orleans Pelicans,Philadelphia 76ers,0.0,0.56,1,0.4,0,0.4,0,-115,0.5,0.934782608695652,0.4347826086956521,C.McCollum
T.Maxey u40.5 Pts+Rebs+Ast,TopShelfAction,Philadelphia 76ers,New Orleans Pelicans,1.0,0.7241379310344828,1,0.8,1,0.7,1,-110,0.9,1.7181818181818185,0.8181818181818182,T.Maxey
T.Haliburton u32.5 Pts+Rebs+Ast,TopShelfAction,Indiana Pacers,Golden State Warriors,1.0,0.5789473684210527,1,0.4,0,0.5,0,-110,0.9,1.7181818181818185,0.8181818181818182,T.Haliburton
D.White o22.5 Pts+Rebs+Ast,Rotowire Sleeper,Boston Celtics,Sacramento Kings,1.0,0.8,1,0.8,1,0.7,1,100,1.5,3.0,1.5,D.White
K.Towns u42.5 Pts+Rebs+Ast,TopShelfAction,New York Knicks,Oklahoma City Thunder,1.0,0.4571428571428571,0,0.2,0,0.4,0,-120,1.1,2.016666666666667,0.916666666666667,K.Towns
N.Jokic o49.5 Pts+Rebs+Ast,Rotowire Prizepicks,Denver Nuggets,Brooklyn Nets,1.0,0.7096774193548387,1,1.0,1,0.7,1,100,1.5,3.0,1.5,N.Jokic
