Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
22,J.Johnson u15.5 Pts,SBK5065,-110,0.5,J.Johnson,Atlanta Hawks,Brooklyn Nets,1,0.9545454545454546,0.4545454545454546,0.4615384615384615,0,0.2,0,0.4,0
24,L.Walker o14.5 Pts,JoeDellera,-110,1.0,L.Walker,Brooklyn Nets,Atlanta Hawks,0,1.9090909090909087,0.9090909090909092,0.5833333333333334,1,0.6,1,0.6,1
25,L.Walker o14.5 Pts,SBK5065,-110,1.0,L.Walker,Brooklyn Nets,Atlanta Hawks,0,1.9090909090909087,0.9090909090909092,0.5833333333333334,1,0.6,1,0.6,1
33,C.Paul u12.5 Pts,SBK5065,-130,0.77,C.Paul,Golden State Warriors,Phoenix Suns,0,1.3623076923076922,0.5923076923076922,0.6,1,0.4,0,0.6,1
35,C.LeVert o11.5 Pts,SBK5065,-106,0.5,C.LeVert,Cleveland Cavaliers,Miami Heat,1,0.9716981132075472,0.4716981132075472,0.7272727272727273,1,0.8,1,0.8,1
42,V.Wembanyama u18.5 Pts,PropBetGuy,-115,1.15,V.Wembanyama,San Antonio Spurs,Los Angeles Clippers,1,2.1499999999999995,0.9999999999999996,0.5714285714285714,1,0.6,1,0.5,0
1,G.Antetokounmpo o4.5 Ast,JoeDellera,-136,0.18,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,0.3123529411764706,0.1323529411764706,0.4615384615384615,0,0.8,1,0.6,1
3,G.Antetokounmpo o6.5 Ast,cowhitchurch,300,0.25,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.0,0.75,0.3076923076923077,0,0.8,1,0.4,0
4,G.Antetokounmpo o5.5 Ast,cowhitchurch,155,0.5,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.275,0.7749999999999999,0.3846153846153846,0,0.8,1,0.5,0
5,G.Antetokounmpo o4.5 Ast,cowhitchurch,-125,1.0,G.Antetokounmpo,Milwaukee Bucks,Boston Celtics,0,1.8,0.8,0.4615384615384615,0,0.8,1,0.6,1
6,M.Conley u4.5 Ast,Noto,105,1.0,M.Conley,Minnesota Timberwolves,Philadelphia 76ers,1,2.05,1.0499999999999998,0.3846153846153846,0,0.2,0,0.3,0
19,D.Sabonis o6.5 Ast,kylemurray03,-130,1.0,D.Sabonis,Sacramento Kings,New Orleans Pelicans,0,1.7692307692307692,0.7692307692307692,0.6153846153846154,1,0.8,1,0.7,1
8,T.Harris o2.5 Ast,SBK5065,-110,1.0,T.Harris,Philadelphia 76ers,Minnesota Timberwolves,0,1.9090909090909087,0.9090909090909092,0.5,0,0.6,1,0.6,1
0,J.Holiday o6.5 Rebs,Noto,110,1.1,J.Holiday,Boston Celtics,Milwaukee Bucks,1,2.3100000000000005,1.2100000000000004,0.5714285714285714,1,0.6,1,0.6,1
7,R.Gobert o10.5 Rebs,SBK5065,-128,0.39,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,0.6946875,0.3046875,0.6153846153846154,1,0.4,0,0.5,0
8,R.Gobert o10.5 Rebs,cowhitchurch,-135,1.0,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,1.7407407407407407,0.7407407407407407,0.6153846153846154,1,0.4,0,0.5,0
9,R.Gobert o10.5 Rebs,JoeDellera,-113,0.88,R.Gobert,Minnesota Timberwolves,Philadelphia 76ers,1,1.6587610619469026,0.7787610619469026,0.6153846153846154,1,0.4,0,0.5,0
14,C.Johnson o4.5 Rebs,Noto,-125,1.0,C.Johnson,Brooklyn Nets,Atlanta Hawks,0,1.8,0.8,0.8333333333333334,1,0.8,1,0.8333333333333334,1
17,N.Claxton o8.5 Rebs,PropBomb,-122,1.0,N.Claxton,Brooklyn Nets,Atlanta Hawks,0,1.819672131147541,0.819672131147541,0.4,0,0.4,0,0.4,0
18,N.Claxton o8.5 Rebs,JoeDellera,-122,0.82,N.Claxton,Brooklyn Nets,Atlanta Hawks,0,1.4921311475409835,0.6721311475409836,0.4,0,0.4,0,0.4,0
31,G.Allen o3.5 Rebs,SBK5065,-120,0.6,G.Allen,Phoenix Suns,Golden State Warriors,1,1.1,0.5000000000000001,0.7142857142857143,1,0.6,1,0.6,1
34,T.Prince o0.5 Stl,SBK5065,-110,0.55,T.Prince,Los Angeles Lakers,Dallas Mavericks,1,1.05,0.5,0.4615384615384615,0,0.6,1,0.5,0
41,K.George o16.5 Pts+Ast,PropBetGuy,-115,1.0,K.George,Utah Jazz,Portland Trail Blazers,0,1.869565217391304,0.8695652173913042,0.3571428571428571,0,0.8,1,0.4,0
15,B.Miller u20.5 Pts+Rebs,PropBetGuy,-105,1.0,B.Miller,Charlotte Hornets,Washington Wizards,1,1.9523809523809523,0.9523809523809524,0.75,1,0.8,1,0.8,1
37,B.Adebayo u32.5 Pts+Rebs,JoeDellera,-120,1.0,B.Adebayo,Miami Heat,Cleveland Cavaliers,0,1.8333333333333333,0.8333333333333335,0.3846153846153846,0,0.4,0,0.3,0
40,S.Barnes o12.5 Rebs+Ast,kylemurray03,-125,0.8,S.Barnes,Toronto Raptors,Indiana Pacers,0,1.4400000000000002,0.6400000000000001,0.7857142857142857,1,0.6,1,0.7,1
2,D.White o19.5 Pts+Rebs+Ast,kylemurray03,-115,0.87,D.White,Boston Celtics,Milwaukee Bucks,1,1.6265217391304347,0.7565217391304347,0.6363636363636364,1,0.4,0,0.6,1
19,D.Bane u37.5 Pts+Rebs+Ast,JoeDellera,-120,0.42,D.Bane,Memphis Grizzlies,Houston Rockets,0,0.77,0.35,0.5384615384615384,1,0.6,1,0.5,0
20,D.Bane u37.5 Pts+Rebs+Ast,PropBomb,-120,1.0,D.Bane,Memphis Grizzlies,Houston Rockets,0,1.8333333333333333,0.8333333333333335,0.5384615384615384,1,0.6,1,0.5,0
36,D.Robinson o20.5 Pts+Rebs+Ast,the_degenerates,-105,1.05,D.Robinson,Miami Heat,Cleveland Cavaliers,0,2.05,0.9999999999999998,0.4285714285714285,0,1.0,1,0.6,1
38,P.Banchero u31.5 Pts+Rebs+Ast,PropBetGuy,-122,1.0,P.Banchero,Orlando Magic,Denver Nuggets,1,1.819672131147541,0.819672131147541,0.6428571428571429,1,0.8,1,0.5,0
21,A.Sengun o35.5 Pts+Rebs+Ast,kylemurray03,-120,1.0,A.Sengun,Houston Rockets,Memphis Grizzlies,1,1.8333333333333333,0.8333333333333335,0.4166666666666667,0,0.6,1,0.4,0
39,S.Barnes o31.5 Pts+Rebs+Ast,the_degenerates,-120,1.0,S.Barnes,Toronto Raptors,Indiana Pacers,0,1.8333333333333333,0.8333333333333335,0.7142857142857143,1,0.6,1,0.7,1
