Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
G.Bitadze o2.5 Stl+Blk,kylemurray03,Orlando Magic,Washington Wizards,1.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,-118.0,1.18,2.18,0.9999999999999998,G.Bitadze
D.Sabonis o28.5 Pts+Rebs,Rotowire Sleeper,Sacramento Kings,Phoenix Suns,0.0,0.8888888888888888,1,0.8,1,0.8888888888888888,1,100.0,1.5,3.0,1.5,D.Sabonis
R.Gobert o22.5 Pts+Rebs,Rotowire Prizepicks,Minnesota Timberwolves,Miami Heat,1.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1,100.0,1.5,3.0,1.5,R.Gobert
S.Curry o27.5 Pts+Rebs,Rotowire Prizepicks,Golden State Warriors,Oklahoma City Thunder,0.0,0.1666666666666666,0,0.2,0,0.1666666666666666,0,100.0,1.5,3.0,1.5,S.Curry
J.Poeltl o22.5 Pts+Rebs,Rotowire Sleeper,Toronto Raptors,Los Angeles Lakers,0.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,J.Poeltl
R.Hachimura o16.5 Pts+Rebs,Rotowire Sleeper,Los Angeles Lakers,Toronto Raptors,1.0,0.5,0,0.2,0,0.5,0,100.0,1.5,3.0,1.5,R.Hachimura
T.Jones o12.5 Pts+Rebs,Rotowire Sleeper,Phoenix Suns,Sacramento Kings,1.0,0.6666666666666666,1,0.4,0,0.6666666666666666,1,100.0,1.5,3.0,1.5,T.Jones
D.Sabonis o36.5 Pts+Rebs+Ast,Rotowire Prizepicks,Sacramento Kings,Phoenix Suns,0.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,D.Sabonis
N.Jokic o50.5 Pts+Rebs+Ast,the_degenerates,Denver Nuggets,Dallas Mavericks,1.0,0.7777777777777778,1,0.8,1,0.7777777777777778,1,-124.0,1.24,2.24,0.9999999999999998,N.Jokic
P.Pritchard o16.5 Pts+Rebs+Ast,kylemurray03,Boston Celtics,Milwaukee Bucks,0.0,0.8,1,0.8,1,0.8,1,-110.0,1.1,2.1,1.0,P.Pritchard
T.Jones o19.5 Pts+Rebs+Ast,Rotowire Sleeper,Phoenix Suns,Sacramento Kings,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,T.Jones
T.Herro o30.5 Pts+Rebs+Ast,Rotowire Prizepicks,Miami Heat,Minnesota Timberwolves,0.0,0.625,1,0.8,1,0.625,1,100.0,1.5,3.0,1.5,T.Herro
S.Henderson o17.5 Pts+Rebs+Ast,Rotowire Sleeper,Portland Trail Blazers,Memphis Grizzlies,1.0,0.6,1,0.2,0,0.6,1,100.0,1.5,3.0,1.5,S.Henderson
A.Horford o16.5 Pts+Rebs+Ast,Rotowire Prizepicks,Boston Celtics,Milwaukee Bucks,0.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1,100.0,1.5,3.0,1.5,A.Horford
K.Thompson o19.5 Pts+Rebs+Ast,RoyalsProps,Dallas Mavericks,Denver Nuggets,0.0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,-105.0,1.05,2.05,0.9999999999999998,K.Thompson
J.Holiday o19.5 Pts+Rebs+Ast,Rotowire Prizepicks,Boston Celtics,Milwaukee Bucks,0.0,0.7,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,J.Holiday
A.Horford o15.5 Pts+Rebs+Ast,Rotowire Prizepicks,Boston Celtics,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,A.Horford
I.Quickley o24.5 Pts+Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,Los Angeles Lakers,0.0,0.5,0,0.5,0,0.5,0,100.0,1.5,3.0,1.5,I.Quickley
P.George o4.5 Rebs,Rotowire Prizepicks,Philadelphia 76ers,Charlotte Hornets,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,P.George
D.Sabonis o15.5 Pts,Rotowire Sleeper,Sacramento Kings,Phoenix Suns,0.0,0.8888888888888888,1,0.8,1,0.8888888888888888,1,100.0,1.5,3.0,1.5,D.Sabonis
J.Grant o12.5 Pts,Rotowire Prizepicks,Portland Trail Blazers,Memphis Grizzlies,1.0,0.7,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,J.Grant
A.Davis o28.5 Pts,JoeDellera,Los Angeles Lakers,Toronto Raptors,1.0,0.875,1,0.8,1,0.875,1,-115.0,1.0,1.869565217391304,0.8695652173913042,A.Davis
A.Davis o28.5 Pts,the_degenerates,Los Angeles Lakers,Toronto Raptors,1.0,0.875,1,0.8,1,0.875,1,-122.0,1.22,2.22,1.0000000000000002,A.Davis
J.Grant o17.5 Pts,PropBomb,Portland Trail Blazers,Memphis Grizzlies,1.0,0.4,0,0.4,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,J.Grant
P.Pritchard o10.5 Pts,therocketplays,Boston Celtics,Milwaukee Bucks,0.0,0.8,1,0.8,1,0.8,1,-110.0,1.1,2.1,1.0,P.Pritchard
P.Pritchard o9.5 Pts,Rotowire Sleeper,Boston Celtics,Milwaukee Bucks,0.0,0.8,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,P.Pritchard
D.Avdija o10.5 Pts,itsbucketsnba,Portland Trail Blazers,Memphis Grizzlies,1.0,0.5,0,0.4,0,0.5,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,D.Avdija
T.Jones o10.5 Pts,Rotowire Prizepicks,Phoenix Suns,Sacramento Kings,1.0,0.4444444444444444,0,0.4,0,0.4444444444444444,0,100.0,1.5,3.0,1.5,T.Jones
I.Quickley o15.5 Pts,Rotowire Prizepicks,Toronto Raptors,Los Angeles Lakers,0.0,0.5,0,0.5,0,0.5,0,100.0,1.5,3.0,1.5,I.Quickley
A.Simons o18.5 Pts,Rotowire Prizepicks,Portland Trail Blazers,Memphis Grizzlies,1.0,0.6,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,A.Simons
D.Russell o11.5 Pts,Rotowire Prizepicks,Los Angeles Lakers,Toronto Raptors,1.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1,100.0,1.5,3.0,1.5,D.Russell
J.Jackson o23.5 Pts,kylemurray03,Memphis Grizzlies,Portland Trail Blazers,0.0,0.375,0,0.4,0,0.375,0,-106.0,1.06,2.06,1.0,J.Jackson
D.White o19.5 Pts+Ast,Rotowire Prizepicks,Boston Celtics,Milwaukee Bucks,0.0,1.0,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,D.White
B.Lopez o12.5 Pts+Ast,Rotowire Prizepicks,Milwaukee Bucks,Boston Celtics,1.0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,100.0,1.5,3.0,1.5,B.Lopez
J.Poeltl o12.5 Rebs+Ast,Rotowire Sleeper,Toronto Raptors,Los Angeles Lakers,0.0,0.6,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,J.Poeltl
J.Brunson u7.5 Ast,allanlemdfs,New York Knicks,Indiana Pacers,0.0,0.625,1,0.4,0,0.625,1,-139.0,1.39,2.39,0.9999999999999998,J.Brunson
