,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,T.Murphy o16.5 Pts+Rebs,kylemurray03,-119,1.0,T.Murphy,New Orleans Pelicans,Memphis Grizzlies,1,1.8403361344537816,0.8403361344537816,0.8,1,0.8,1,0.8,1,Y
1,1,D.Bane u35.5 Pts+Rebs+Ast,PropBetGuy,-115,1.15,D.Bane,Memphis Grizzlies,New Orleans Pelicans,0,2.1499999999999995,0.9999999999999996,0.5185185185185185,1,0.4,0,0.4,0,N
2,2,J.Jackson o18.5 Pts,JoeDellera,-110,0.5,J.Jackson,Memphis Grizzlies,New Orleans Pelicans,0,0.9545454545454546,0.4545454545454546,0.6428571428571429,1,0.8,1,0.9,1,Y
3,3,C.Thomas o25.5 Pts+Ast,kylemurray03,-120,1.0,C.Thomas,Brooklyn Nets,Detroit Pistons,0,1.8333333333333333,0.8333333333333335,0.45,0,0.4,0,0.3,0,N
4,4,D.Sharpe o0.5 Blk,kylemurray03,-130,1.0,D.Sharpe,Brooklyn Nets,Detroit Pistons,0,1.7692307692307692,0.7692307692307692,0.5862068965517241,1,0.6,1,0.7,1,Y
5,5,N.Claxton o2.5 Blk,cowhitchurch,135,0.5,N.Claxton,Brooklyn Nets,Detroit Pistons,0,1.175,0.675,0.55,1,0.8,1,0.5,0,Y
6,6,N.Claxton o2.5 Blk,PropBetGuy,133,1.0,N.Claxton,Brooklyn Nets,Detroit Pistons,0,2.33,1.33,0.55,1,0.8,1,0.5,0,Y
7,7,F.Wagner o23.5 Pts,the_degenerates,-114,1.14,F.Wagner,Orlando Magic,Washington Wizards,0,2.14,0.9999999999999998,0.3214285714285714,0,0.4,0,0.4,0,Y
8,8,M.Wagner o10.5 Pts,kylemurray03,-125,1.0,M.Wagner,Orlando Magic,Washington Wizards,0,1.8,0.8,0.6071428571428571,1,0.4,0,0.5,0,Y
9,9,M.Wagner o10.5 Pts,JoeDellera,-125,0.75,M.Wagner,Orlando Magic,Washington Wizards,0,1.35,0.6000000000000001,0.6071428571428571,1,0.4,0,0.5,0,Y
10,10,M.Wagner o10.5 Pts,SBK5065,-125,1.0,M.Wagner,Orlando Magic,Washington Wizards,0,1.8,0.8,0.6071428571428571,1,0.4,0,0.5,0,Y
11,11,F.Wagner o23.5 Pts,PropBetGuy,-115,1.15,F.Wagner,Orlando Magic,Washington Wizards,0,2.1499999999999995,0.9999999999999996,0.3214285714285714,0,0.4,0,0.4,0,Y
12,12,F.Wagner o22.5 Pts,JoeDellera,-115,1.0,F.Wagner,Orlando Magic,Washington Wizards,0,1.869565217391304,0.8695652173913042,0.3571428571428571,0,0.4,0,0.4,0,Y
13,13,J.Smith u17.5 Pts,SBK5065,-120,1.0,J.Smith,Indiana Pacers,Houston Rockets,0,1.8333333333333333,0.8333333333333335,1.0,1,1.0,1,1.0,1,Y
14,14,T.Haliburton u40.5 Pts+Rebs+Ast,PropBetGuy,110,1.0,T.Haliburton,Indiana Pacers,Houston Rockets,0,2.1,1.1,0.5384615384615384,1,0.8,1,0.7,1,N
15,15,J.Williams u25.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,J.Williams,Oklahoma City Thunder,Minnesota Timberwolves,1,2.2,1.0000000000000002,0.7608695652173914,1,0.8,1,0.8,1,Y
16,16,T.Young o39.5 Pts+Ast,the_degenerates,-115,1.15,T.Young,Atlanta Hawks,Chicago Bulls,0,2.1499999999999995,0.9999999999999996,0.4814814814814814,0,1.0,1,0.8,1,N
17,17,C.White o6.5 Ast,kylemurray03,124,1.0,C.White,Chicago Bulls,Atlanta Hawks,1,2.24,1.2400000000000002,0.2580645161290322,0,0.4,0,0.4,0,N
18,18,V.Wembanyama o2.5 Blk,kylemurray03,-110,1.0,V.Wembanyama,San Antonio Spurs,Utah Jazz,1,1.9090909090909087,0.9090909090909092,0.52,1,0.8,1,0.7,1,Y
19,19,K.Murray u6.5 Rebs,SBK5065,-130,1.0,K.Murray,Sacramento Kings,Portland Trail Blazers,0,1.7692307692307692,0.7692307692307692,0.625,1,0.6,1,0.7,1,Y
