,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,D.Gafford o4.5 Rebs,kylemurray03,-137,1.37,D.Gafford,Dallas Mavericks,Cleveland Cavaliers,0.0,2.37,1.0,1.0,1,1.0,1,1.0,1,N
1,1,M.Kleber u3.5 Rebs,SBK5065,-110,1.1,M.Kleber,Dallas Mavericks,Cleveland Cavaliers,0.0,2.1,1.0,0.6190476190476191,1,0.4,0,0.6,1,N
2,2,E.Mobley o14.5 Pts,gneiffer07,-110,1.1,E.Mobley,Cleveland Cavaliers,Dallas Mavericks,1.0,2.1,1.0,0.4848484848484848,0,0.2,0,0.4,0,N
3,3,L.Doncic u50.5 Pts+Rebs+Ast,PropBetGuy,-115,1.15,L.Doncic,Dallas Mavericks,Cleveland Cavaliers,0.0,2.1499999999999995,0.9999999999999996,0.4081632653061224,0,0.6,1,0.4,0,N
4,4,E.Mobley o22.5 Pts+Rebs,JoeDellera,-110,1.0,E.Mobley,Cleveland Cavaliers,Dallas Mavericks,1.0,1.9090909090909087,0.9090909090909092,0.7272727272727273,1,0.6,1,0.8,1,N
5,5,J.Allen o10.5 Rebs,kylemurray03,-125,1.25,J.Allen,Cleveland Cavaliers,Dallas Mavericks,1.0,2.25,1.0,0.4705882352941176,0,0.2,0,0.3,0,N
6,6,E.Mobley o24.5 Pts+Rebs+Ast,kylemurray03,-130,1.3,E.Mobley,Cleveland Cavaliers,Dallas Mavericks,1.0,2.3,0.9999999999999998,0.7575757575757576,1,0.6,1,0.8,1,Y
7,7,J.Johnson o4.5 Ast,TheBMatt,114,0.5,J.Johnson,Atlanta Hawks,Utah Jazz,1.0,1.0699999999999998,0.5699999999999998,0.2325581395348837,0,0.2,0,0.4,0,Y
8,8,D.Murray o14.5 Rebs+Ast,JoeDellera,-130,1.0,D.Murray,Atlanta Hawks,Utah Jazz,1.0,1.7692307692307692,0.7692307692307692,0.1481481481481481,0,0.4,0,0.2,0,Y
9,9,B.Ingram o20.5 Pts,iamrahstradamus,-140,1.4,B.Ingram,New Orleans Pelicans,New York Knicks,0.0,2.4,1.0,0.5192307692307693,1,0.4,0,0.5,0,Y
11,11,D.White o21.5 Pts+Rebs+Ast,the_degenerates,-119,1.19,D.White,Boston Celtics,Philadelphia 76ers,1.0,2.19,1.0,0.6415094339622641,1,0.6,1,0.5,0,N
12,12,J.Tatum o5.5 Ast,JayMoneyIsMoney23,110,0.5,J.Tatum,Boston Celtics,Philadelphia 76ers,1.0,1.05,0.55,0.3518518518518518,0,0.6,1,0.7,1,Y
13,13,B.Hield o12.5 Pts,JoeDellera,-103,1.0,B.Hield,Philadelphia 76ers,Boston Celtics,0.0,1.970873786407767,0.970873786407767,0.8571428571428571,1,0.8,1,0.8571428571428571,1,N
14,14,K.Porzingis o25.5 Pts+Rebs,kylemurray03,-120,1.2,K.Porzingis,Boston Celtics,Philadelphia 76ers,1.0,2.2,1.0000000000000002,0.5238095238095238,1,0.6,1,0.6,1,Y
15,15,C.Holmgren o16.5 Pts,the_degenerates,100,1.0,C.Holmgren,Oklahoma City Thunder,Houston Rockets,1.0,2.0,1.0,0.5087719298245614,1,0.6,1,0.6,1,Y
16,16,C.Whitmore o11.5 Pts,PropBetGuy,-120,1.2,C.Whitmore,Houston Rockets,Oklahoma City Thunder,0.0,2.2,1.0000000000000002,0.5806451612903226,1,0.8,1,0.9,1,N
17,17,J.Kuminga o17.5 Pts,the_degenerates,-117,1.17,J.Kuminga,Golden State Warriors,Washington Wizards,0.0,2.17,1.0,0.3272727272727272,0,0.2,0,0.5,0,Y
18,18,D.Green o12.5 Rebs+Ast,kylemurray03,-130,1.3,D.Green,Golden State Warriors,Washington Wizards,0.0,2.3,0.9999999999999998,0.5,0,0.4,0,0.6,1,Y
19,19,L.Walker o10.5 Pts,TheBMatt,-110,1.1,L.Walker,Brooklyn Nets,Orlando Magic,0.0,2.1,1.0,0.5675675675675675,1,0.6,1,0.6,1,N
20,20,M.Conley o5.5 Ast,kylemurray03,-125,1.25,M.Conley,Minnesota Timberwolves,San Antonio Spurs,1.0,2.25,1.0,0.5961538461538461,1,0.4,0,0.6,1,N
21,21,V.Micic o4.5 Ast,kylemurray03,-115,1.15,V.Micic,Charlotte Hornets,Milwaukee Bucks,0.0,2.1499999999999995,0.9999999999999996,0.6666666666666666,1,0.6,1,0.6666666666666666,1,N
22,22,J.Butler o30.5 Pts+Rebs+Ast,kylemurray03,-120,1.2,J.Butler,Washington Wizards,Golden State Warriors,1.0,2.2,1.0000000000000002,0.0,0,0.0,0,0.0,0,N
