,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,C.Cunningham u28.5 Pts,TopShelfAction,Detroit Pistons,Chicago Bulls,1.0,0.6818181818181818,1,0.2,0,0.4,0,105,1.0,2.05,1.0499999999999998,C.Cunningham,Y
1,L.Ball u19.5 Pts+Rebs+Ast,gneiffer07_duplicate,Chicago Bulls,Detroit Pistons,0.0,0.8571428571428571,1,0.8,1,0.8,1,-125,1.25,2.25,1.0,L.Ball,Y
2,M.Buzelis o8.5 Pts,JoeDellera,Chicago Bulls,Detroit Pistons,0.0,0.2340425531914893,0,0.6,1,0.3,0,-113,1.0,1.8849557522123888,0.8849557522123894,M.Buzelis,Y
3,P.Williams o6.5 Rebs+Ast,FirefighterBets,Chicago Bulls,Detroit Pistons,0.0,0.5128205128205128,1,0.8,1,0.5,0,110,1.0,2.1,1.1,P.Williams,N
4,N.Vucevic u34.5 Pts+Rebs+Ast,sandyplashkes,Chicago Bulls,Detroit Pistons,0.0,0.5833333333333334,1,0.4,0,0.4,0,-120,1.2,2.2,1.0000000000000002,N.Vucevic,N
5,N.Vucevic o19.5 Pts,therocketplays,Chicago Bulls,Detroit Pistons,0.0,0.4791666666666667,0,0.6,1,0.5,0,-110,1.1,2.1,1.0,N.Vucevic,Y
6,J.Duren o26.5 Pts+Rebs+Ast,CamIsMoney18,Detroit Pistons,Chicago Bulls,1.0,0.3555555555555555,0,0.8,1,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335,J.Duren,Y
7,L.Kennard o12.5 Pts,FirefighterBets,Memphis Grizzlies,Milwaukee Bucks,0.0,0.2857142857142857,0,0.6,1,0.5,0,-105,1.0,1.9523809523809523,0.9523809523809524,L.Kennard,N
8,L.Kennard o15.5 Pts+Rebs,ThePropfessor_,Memphis Grizzlies,Milwaukee Bucks,0.0,0.3142857142857143,0,0.6,1,0.6,1,-125,1.25,2.25,1.0,L.Kennard,N
9,G.Antetokounmpo o31.5 Pts,JoeDellera,Milwaukee Bucks,Memphis Grizzlies,1.0,0.525,1,0.8,1,0.7,1,-125,1.0,1.8,0.8,G.Antetokounmpo,N
10,Z.Edey o15.5 Pts+Rebs+Ast,CamIsMoney18,Memphis Grizzlies,Milwaukee Bucks,0.0,0.6176470588235294,1,0.6,1,0.4,0,-122,1.0,1.819672131147541,0.819672131147541,Z.Edey,Y
11,D.Garland o22.5 Pts,the_degenerates,Cleveland Cavaliers,Dallas Mavericks,1.0,0.5217391304347826,1,0.8,1,0.6,1,104,1.0,2.04,1.04,D.Garland,N
12,K.Irving u37.5 Pts+Rebs+Ast,CamIsMoney18,Dallas Mavericks,Cleveland Cavaliers,0.0,0.6666666666666666,1,0.8,1,0.7,1,-114,1.0,1.8771929824561404,0.8771929824561404,K.Irving,X
