,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,J.Jackson o18.5 Pts,JoeDellera,-110,0.5,J.Jackson,Memphis Grizzlies,New Orleans Pelicans,0,0.9545454545454546,0.4545454545454546,0.6428571428571429,1,0.8,1,0.9,1,Y
1,3,C.Thomas o25.5 Pts+Ast,kylemurray03,-120,1.0,C.Thomas,Brooklyn Nets,Detroit Pistons,0,1.8333333333333333,0.8333333333333335,0.45,0,0.4,0,0.3,0,N
2,13,J.Smith u17.5 Pts,SBK5065,-120,1.0,J.Smith,Indiana Pacers,Houston Rockets,0,1.8333333333333333,0.8333333333333335,1.0,1,1.0,1,1.0,1,Y
3,15,J.Williams u25.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,J.Williams,Oklahoma City Thunder,Minnesota Timberwolves,1,2.2,1.0000000000000002,0.7608695652173914,1,0.8,1,0.8,1,Y
4,16,T.Young o39.5 Pts+Ast,the_degenerates,-115,1.15,T.Young,Atlanta Hawks,Chicago Bulls,0,2.1499999999999995,0.9999999999999996,0.4814814814814814,0,1.0,1,0.8,1,N
5,17,C.White o6.5 Ast,kylemurray03,124,1.0,C.White,Chicago Bulls,Atlanta Hawks,1,2.24,1.2400000000000002,0.2580645161290322,0,0.4,0,0.4,0,N
6,18,V.Wembanyama o2.5 Blk,kylemurray03,-110,1.0,V.Wembanyama,San Antonio Spurs,Utah Jazz,1,1.9090909090909087,0.9090909090909092,0.52,1,0.8,1,0.7,1,Y
7,19,K.Murray u6.5 Rebs,SBK5065,-130,1.0,K.Murray,Sacramento Kings,Portland Trail Blazers,0,1.7692307692307692,0.7692307692307692,0.625,1,0.6,1,0.7,1,Y
